"Preserving the integrity of the medium: a method of measuring visual and auditory comprehension of electronic media
","Mary Alice White;Barbara Sandberg;Eda Behar;Jean Mockler;Elizabeth Perez;Janine Pollack;Kenneth Rosenblad
","Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY
","1984
","International Journal of Man-Machine Studies
"
"SMALLTALK-80: the interactive programming environment
","Adele Goldberg
","Xerox Palo Alto Research Center, Palo Alto, CA
","1984
","SMALLTALK-80: the interactive programming environment
"
"Introduction to combinatorial theory
","R C. Bose;B Manvel
","Colorado State University;Colorado State University
","1984
","Introduction to combinatorial theory
"
"Reinventing man: the robot becomes reality
","Igor Aleksander;Piers Burnett
","-;-
","1984
","Reinventing man: the robot becomes reality
"
"Computer applications to private office practice
","Byron B. Oberst;Robert A. Reid
","Omaha Children's Clinic, P.C., Omaha, NE;Univ. of Virginia Medical Center, Charlottesville, VA
","1984
","Computer applications to private office practice
"
"Mr. Babbage's secret: the tale of a cypher-and APL
","Ole Immanuel Franksen
","-
","1984
","Mr. Babbage's secret: the tale of a cypher-and APL
"
"Learning and applying APL
","B Legrand
","Ingenieur de l'Ecole Centrale des Arts et Manufactures, France
","1984
","Learning and applying APL
"
"Determination of the 3D border by repeated elimination of internal surfaces
","H H. Atkinson;I Gargantini;M V.S. Ramanath
","-;-;-
","1984
","Computing
"
"Algorithms for smoothing data on the sphere with tensor product splines
","P. Dierckx
","-
","1984
","Computing
"
"An optimal algorithm for computing the minimum vertex distance between two crossing convex polygons
","G T. Toussaint
","-
","1984
","Computing
"
"Advances in data base management, volume II
","E A. Unger;P S. Fisher;Jacob Slonim
","Kansas State Univ., Manhattan, KS;Kansas State Univ., Manhattan, KS;GEAC Computer International Inc., Markham, Ont., Canada
","1984
","Advances in data base management, volume II
"
"Computer simulation in management science
","Michael Pidd
","Univ. of Lancaster, Lancaster, UK
","1984
","Computer simulation in management science
"
"Coordinated computing: tools and techniques for distributed software
","Robert E. Filman;Daniel P. Friedman
","Hewlett-Packard Laboratories and Indiana University;Indiana University
","1984
","Coordinated computing: tools and techniques for distributed software
"
"Fact-based data analysis and design
","W Kent
","IBM, San Jose, CA
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"Translation of entity-relationship diagrams into relational structures
","Sushil Jajodia;Peter A. Ng
","University of Missouri, Columbia;University of Missouri, Columbia
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"An entity-relationship algebra and its semantic description capabilities
","Victor M. Markowitz;Yoav Raz
","Technion-Israel Institute of Technology;Technion-Israel Institute of Technology
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"Computer aided layout of entity relationship diagrams
","C Batini;M Talamo;R Tamassia
","Universita di Roma;IASI, Roma, Italy;Universita di Roma
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"DASS: a data administration support system
","Adolph D'Cunha;T Radhakrishnan
","Bell Canada, Montreal, Canada;Concordia University, Montreal, Canada
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"Integrating database and program descriptions using an ER-data dictionary
","Robert W. Marti
","Swiss Federal Institute of Technology(ETH), Zurich, Switzerland
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"ID: an intelligent information dictionary system
","Enrique H. Ruspini;Robert Fraley
","Hewlett Packard Laboratories;Hewlett Packard Laboratories
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"Phases, methods, and tools: a triad of system development
","Rodney P. Zimmerman
","Standard Oil Company of California
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"ISMOS: an experimental database-oriented tool generator
","Shuji Nakata;Go Yamazaki
","NEC Corporation, Tokyo, Japan;NEC Corporation, Tokyo, Japan
","1984
","Journal of Systems and Software - Special double issue on the entity-relationship approach to databases and related software
"
"The design and description of computer architectures
","Subrata Dasgupta
","University of Southwestern Louisiana, Lafayette, LA
","1984
","The design and description of computer architectures
"
"American university programs in computer science: their resources, facilities, and course offering
","William W. Lau
","California State University, Fullerton
","1984
","American university programs in computer science: their resources, facilities, and course offering
"
"Introduction to computer engineering: hardware and software design (3rd ed.)
","Taylor L. Booth
","University of Connecticut
","1984
","Introduction to computer engineering: hardware and software design (3rd ed.)
"
"Computation and cognition: toward a foundation for cognitive science
","Zenon W. Pylyshyn
","Univ. of Western Ontario, Canada
","1984
","Computation and cognition: toward a foundation for cognitive science
"
"An experiment in document representative modification
","Lorraine M. Purgailis Parker
","Virginia Commonwealth Univ., Richmond, VA
","1984
","Journal of Information Science
"
"Downloading: piracy or panacea?
","Mary J. Feeney;Ruth Miller
","Univ. of Leicester, Leicester, UK;Univ. of Leicester, Leicester, UK
","1984
","Journal of Information Science
"
"The Haitun dichotomy and the relevance of Bradford's law
","B C. Brookes
","The City University, London, UK
","1984
","Journal of Information Science
"
"Theory and explanation in information retrieval research
","David Ellis
","Univ. of Sheffield, Sheffield, UK
","1984
","Journal of Information Science
"
"A fast file system for UNIX
","Marshall K. McKusick;William N. Joy;Samuel J. Leffler;Robert S. Fabry
","Computer Systems Research Group;Computer Systems Research Group;Computer Systems Research Group;Computer Systems Research Group
","1984
","ACM Transactions on Computer Systems (TOCS)
"
"A security model for military message systems
","Carl E. Landwehr;Constance L. Heitmeyer;John McLean
","Naval Research Laboratory;Naval Research Laboratory;Naval Research Laboratory
","1984
","ACM Transactions on Computer Systems (TOCS)
"
"Applications of computer graphics in molecular biology
","R Diamond
","Medical Research Council, Cambridge, UK
","1984
","Computer Graphics Forum
"
"CAD for intelligent activity of an autonomous submersible system
","G T. Russell;D M. Lane
","Heriot-Watt Univ., Edinburgh, UK;Heriot-Watt Univ., Edinburgh, UK
","1984
","Computer Graphics Forum
"
"A new method of curve parameterization with applications in computer aided design
","H E. Bez;A Filipe
","Loughborough University of Technology, Leicestershire, UK;Loughborough University of Technology, Leicestershire, UK
","1984
","Computer Graphics Forum
"
"A functional approach to picture manipulation
","K Arya
","Imperial College, London, UK
","1984
","Computer Graphics Forum
"
"The Winchester graphics system: a technical overview
","T R. Heywood;B N. Galton;J Gillett;A J. Morffew;P Quarendon;S J. P. Todd;W V. Wright
","IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK;IBM UK Scientific Centre, Winchester Hampshire, UK
","1984
","Computer Graphics Forum
"
"Managing multiple context-frames through GKS
","I Herman
","Hungarian Academy of Sciences, Budapest, Hungary
","1984
","Computer Graphics Forum
"
"Computer capacity: a production control approach
","Melvin J. Strauss
","The Chase Manhattan Bank, N.A.
","1981
","Computer capacity: a production control approach
"
"Telecommunications for management
","Charles T. Meadow;Albert S. Tedesco
","DIALOG information Services, Inc.;WWSG-TV, Philadelphia
","1984
","Telecommunications for management
"
"Essential systems analysis
","Stephen M. McMenamin;John F. Palmer
","-;-
","1984
","Essential systems analysis
"
"Discrete random process stabilization
","Aivar A. Lorenc;Janis K. Lapins
","Academy of Sciences of the Latvian Soviet Socialist Republic, Latvian Soviet    Socialist Republic, USSR;Latvian State Univ., Latvian Soviet Socialist Republic, USSR
","1984
","Information and Control
"
"Patterns and pattern-matching in trees: an analysis
","Jean-Marc Steyaert;Philippe Flajolet
","Ecole Polytechnique, Palaiseau Cedex, France;INRIA Domaine de Voluceau Rocquencourt, Le Chesnay, France
","1984
","Information and Control
"
"Nontrivial definability by flow-chart programs
","Pawel Urzyczyn
","University of Warsaw, Warszawa, Poland
","1984
","Information and Control
"
"Relativizations comparing NP and exponential time
","W Ian Gasarch;Steven Homer
","Harvard Univ., Cambridge, MA;Boston Univ., Boston, MA
","1984
","Information and Control
"
"The complexity of evaluating relational queries
","Stavros S. Cosmadakis
","Massachusetts Institute of Technology, Cambridge, MA
","1984
","Information and Control
"
"Parallel computation for well-endowed rings and space-bounded probabilistic machines
","A Borodin;S Cook;N Pippenger
","University of Toronto, Toronto, Ont., Canada;University of Toronto, Toronto, Ont., Canada;IBM Corporation, San Jose, CA
","1984
","Information and Control
"
"Area-time optimal VLSI integer multiplier with minimum computation time
","Kurt Mehlhorn;Franco P. Preparata
","Univ. der Saarlandes, Saarbru¨cken, West Germany;Univ. of Illinois, Urbana
","1984
","Information and Control
"
"On the computational complexity of ordinary differential equations
","Ker-I Ko
","Univ. of Houston, Houston, TX
","1984
","Information and Control
"
"Colour gradation, shading and texture using a limited terminal
","N Magnetat-Thalmann;N Chourout;D Thalmann
","Universite de Montreal, Montreal, Quebec, Canada;Universite de Montreal, Montreal, Quebec, Canada;Universite de Montreal, Montreal, Quebec, Canada
","1984
","Computer Graphics Forum
"
"IDECAP: interactive pictorial information system for demographic and environmental planning applications
","J van den Bos;M van Naelten;W Teunissen
","University of Nijmegen, Nijmwegen, The Netherlands;University of Nijmegen, Nijmwegen, The Netherlands;University of Nijmegen, Nijmwegen, The Netherlands
","1984
","Computer Graphics Forum
"
"The logic designer's guidebook
","E A. Parr
","-
","1984
","The logic designer's guidebook
"
"An ordered minimal perfect hashing scheme based upon Euler's theorem
","C C. Chang
","National Chung Hsing Univ., Taichung, Taiwan, Republic of China
","1984
","Information Sciences: an International Journal
"
"Towards a general theory of action and time
","James F. Allen
","Univ. of Rochester, Rochester, NY
","1984
","Artificial Intelligence
"
"Foundations of a functional approach to knowledge representation.
","Hector J. Levesque
","Fairchild Lab. for Artificial Intelligence Research, Palo Alto, CA
","1984
","Artificial Intelligence
"
"Detection of surface orientation and motion from texture by a stereoogical technique.
","K Kanatani
","Gunma, Japan
","1984
","Artificial Intelligence
"
"Optimal speeding up of parallel algorithms based upon the divide-and-conquer strategy.
","C. Y. Tang;R. C. T. Lee
","National Chiao Tung Univ., Taiwan;Natonal Tsing Hua Univ., Taiwan
","1984
","Information Sciences: an International Journal
"
"A generalized class of certainty and information measures.
","J. C. A. Van Der Lubbe;D. E. Boekee
","National Aerospace Lab. NLR, Amsteram, The Netherlands;Delft Univ. of Tech., The Netherlands
","1984
","Information Sciences: an International Journal
"
"Sequence acquistion using bit estimation techniques.
","Gordon Stuber;Jon W. Mark;Ian F. Blake
","-;-;Univ. of Waterloo, Waterloo, Ont., Canada
","1984
","Information Sciences: an International Journal
"
"""NP-P?"" and restricted partitions.
","Zhang Guo-Qiang
","Peking Univ., Peking, China
","1984
","Information Sciences: an International Journal
"
"AM: A case study in AI methodology.
","G. D. Ritchie;F. K. Hanna
","Heriot-Watt Univ., Edinburgh, UK;Univ. of Kent, Canterbury, UK
","1984
","Artificial Intelligence
"
"Why AM an EUISKO appear to work.
","Douglas B. Lenat;John Seely Brown
","Stanford Univ., Stanford, CA;Xerox PARC, Palo Alto, CA
","1984
","Artificial Intelligence
"
"A polymorphic type system for PROLOG.
","Alan Mycroft;Richard A. O'Keefe
","Edinburgh Univ., Edinburgh, UK;Edinburgh Univ., Edinburgh, UK
","1984
","Artificial Intelligence
"
"Comutations underlying the measuremnt of visual motion.
","Ellen C. Hildreth
","MIT Artificial Intelligence Lab., Cambridge, MA
","1984
","Artificial Intelligence
"
"A software law primer.
","Frederic William Neitzke
","Harris Corp., Melbourne, FL
","1984
","A software law primer.
"
"Proc. of the international symposium on Semantics of data types
","Gilles Kahn;David B. MacQueen;Gordon Plotkin
","-;-;-
","1984
","Proc. of the international symposium on Semantics of data types
"
"A kernel language for abstract data types and modules.
","R. Burstall;B. Lampson
","Univ. of Edinburgh, Edinburgh, UK;Xerox Palo Alto Research center, Palo Alto, CA
","1984
","Proc. of the international symposium on Semantics of data types
"
"A semantics of multiple inheritance.
","Luca Cardelli
","AT & T Bell Labs., Murray Hill, NJ
","1984
","Proc. of the international symposium on Semantics of data types
"
"Understanding Russell–a first attempt
","James G. Hook
","Univ. of Edinburgh, Edinburgh, UK
","1984
","Proc. of the international symposium on Semantics of data types
"
"A basic abstract semantic algebra
","Peter Mosses
","Aarhus Univ., Denmark
","1984
","Proc. of the international symposium on Semantics of data types
"
"The semantics of second order polymorphic lambda calculus.
","Kim B. Bruce;Albert R. Meyer
","Williams College, Williamstown, MA;Mass. Inst. of Tech., Cambridge, MA
","1984
","Proc. of the international symposium on Semantics of data types
"
"A theory of data type representation independence.
","Christopher T. Haynes
","Indiana Univ., Bloomington, IN
","1984
","Proc. of the international symposium on Semantics of data types
"
"Deriving structural induction in LCF.
","Lawrence Paulson
","Univ. of Cambridge, Cambridge, UK
","1984
","Proc. of the international symposium on Semantics of data types
"
"Type inference and type containment.
","John Mitchell
","Mass. Inst. of Tech., Cambridge, MA
","1984
","Proc. of the international symposium on Semantics of data types
"
"The typechecking of programs with implicit type structure.
","Nancy McCracken
","Syracuse Univ., NY
","1984
","Proc. of the international symposium on Semantics of data types
"
"Partial implementations of abstract data types: a dissenting view on errors.
","Samuel Kamin;Myla Archer
","Univ. of Illinois, Urbana, IL;Univ. of Illinois, Urbana, IL
","1984
","Proc. of the international symposium on Semantics of data types
"
"Building specifications in an arbitrary institution
","Donald Sannella;Andrzej Tarlecki
","Univ. of Edinburgh, Edinburgh, UK;Univ. of Edinburgh, Edinburgh, UK
","1984
","Proc. of the international symposium on Semantics of data types
"
"A proof system for verifying composability of abstract implementation.
","Fernando Orejas
","Univ. Politecnica, Barcelona, Spain
","1984
","Proc. of the international symposium on Semantics of data types
"
"Dataflow computation
","A P.W. Bohm
","-
","1984
","Dataflow computation
"
"Software defect removal
","Robert Dunn
","ITT Advanced Technology Center
","1984
","Software defect removal
"
"Readings in medical artificial intelligence: the first decade
","William J. Clancey;Edward H. Shortliffe
","Stanford Univ., Stanford, CA;Stanford Univ., Stanford, CA
","1984
","Readings in medical artificial intelligence: the first decade
"
"Deterministic two-way one-head pushdown automata are very powerful
","B Monien
","Univ. of Paderborn, Paderborn, Fed. Rep. Germany
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"Multiserialization of iterated transactions
","M P. Fle;G Roucairol
","Universite de Paris, Orsay Cedex, France;Universite de Paris, Orsay Cedex, France
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"An analytical comparison of two string searching algorithms
","Gerhard Barth
","Universitat Kaiserslautern, Kaiserslautern, Fed. Rep. Germany
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"A note on lossless database decompositions
","Moshe Y. Vardi
","IBM Research Laboratory, San Jose, CA
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"Scheduling independent 2-processor tasks to minimize schedule length
","J Blazewicz;J Weglarz;M Drabowski
","Politechnika Poznanska, Poznan, Poland;Politechnika Poznanska, Poznan, Poland;Osrodek Badawczy Zjednoczenia MERA, Krakow, Poland
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"Some equivalent transformations of recursive programs based on their schematic properties
","M B. Trakhtenbrot
","Siberian Branch of the USSR Academy of Sciences, Novosibirsk, USSR
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"Some negative results concerning DPDAs
","Bruno Courcelle
","Univ. Bordeaux-I, Talence, France
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"On the consecutive retrieval property for generalized binary queries
","Shinsei Tazawa
","Kinki Univ., Osaka, Japan
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"A storage-size selection problem
","D K. Friesen;M A. Langston
","Texas A&M Univ., College Station, TX;Washington State Univ., Pullman, WA
","1984
","Information Processing Letters - Lecture Notes in Computer Science, no. 173
"
"Programmed deallocation without dangling reference
","Gianna Cioni;Antoni Kreczmar
","Istituto di Analisi dei Sistemi ed Informatica del C.N.R., Roma, Italy;Uniwersytetu Warszawskiego, Warszawa, Poland
","1984
","Information Processing Letters
"
"A priority queue for the all pairs shortest path problem
","Alistair Moffat;Tadao Takaoka
","Univ. of Canterbury, Christchurch, New Zealand;Ibaraki Univ., Hitachi, Japan
","1984
","Information Processing Letters
"
"The L(subscript 1) traveling salesman problem
","Donald C.S. Allison;M T. Noga
","Virginia Polytechnic Institute and State Univ., Blacksburg, VA;Virginia Polytechnic Institute and State Univ., Blacksburg, VA
","1984
","Information Processing Letters
"
"A simple linear-time algorithm for in situ merging
","Heikki Mannila;Esko Ukkonen
","Univ. of Helsinki, Helsinki, Finland;Univ. of Helsinki, Helsinki, Finland
","1984
","Information Processing Letters
"
"A new combination of input and unit deductions for Horn sentences
","Susumu Yamasaki;Mikio Yoshida;Shuji Doshita;Mikito Hirata
","Kyoto Univ., Kyoto, Japan;Kyoto Univ., Kyoto, Japan;Kyoto Univ., Kyoto, Japan;Nippon Electric Co., Ltd., Tokyo, Japan
","1984
","Information Processing Letters
"
"Fairness and conspiracies
","Eike Best
","GMD-F1, Schloss Birlinghoven, St. Augustin, West Germany
","1984
","Information Processing Letters
"
"On verification of programs with goto statements
","Vladimir Lifschitz
","Univ. of Texas at El Paso, El Paso
","1984
","Information Processing Letters
"
"Computer and Control Abstracts
","
","
","1984
","Computer and Control Abstracts
"
"A fast voronoi-diagram algorithm with quaternary tree bucketing
","Takao Ohya;Masao Iri;Kazuo Murota
","Univ. of Tokyo, Tokyo, Japan;Univ. of Tokyo, Tokyo, Japan;Univ. of Tokyo, Tokyo, Japan
","1984
","Information Processing Letters
"
"Functional dependencies in relations with null values
","Paolo Atzeni;Nicola M. Morfuni
","Consiglio Nazionale delle Richerche, Roma, Italy;Universita di Roma, Roma, Italy
","1984
","Information Processing Letters
"
"How can we speed up matrix multiplication?
","Victor Pan
","State Univ. of New York at Albany, Albany
","1984
","SIAM Review
"
"Quantitative relativizations of complexity classes
","Ronald V. Book;Timothy J. Long;Alan L. Selman
","Univ. of California at Santa Barbara, Santa Barbara;New Mexico State Univ., Las Cruces;Iowa State Univ., Ames
","1984
","SIAM Journal on Computing
"
"Convex partitions of polyhedra: a lower bound and worst-case optimal algorithm
","Bernard Chazelle
","Brown Univ., Providence, RI
","1984
","SIAM Journal on Computing
"
"Consistency and serializability in concurrent database systems
","D J. Rosenkrantz;R E. Stearns;P M. Lewis, II
","State Univ. of New York at Albany, Albany;State Univ. of New York at Albany, Albany;General Electric Corp., Schenectady, NY
","1984
","SIAM Journal on Computing
"
"A mathematical model for the verification of systolic networks
","Rami G. Melhem;Werner C. Rheinboldt
","University of Pittsburgh, Pittsburgh, PA;University of Pittsburgh, Pittsburgh, PA
","1984
","SIAM Journal on Computing
"
"Simple linear-time algorithms to test chordality of graphs, test acyclicity of hypergraphs, and selectively reduce acyclic hypergraphs
","Robert E. Tarjan;Mihalis Yannakakis
","Bell Laboratories, Murray Hill, NJ;Bell Laboratories, Murray Hill, NJ
","1984
","SIAM Journal on Computing
"
"Efficient parallel algorithms for a class of graph theoretic problems
","Yung H. Tsin;Francis Y. Chin
","Univ. of Alberta, Alberta, Canada and Memorial University of Newfoundland, Newfoundland, Canada;Univ. of Alberta, Alberta, Canada
","1984
","SIAM Journal on Computing
"
"Insertion and compaction algorithms in sequentially allocated storage
","B S. Baker;E G. Coffman, Jr.
","Bell Laboratories, Murray Hill, NJ;Bell Laboratories, Murray Hill, NJ
","1984
","SIAM Journal on Computing
"
"Movement problems for 2-dimensional linkages
","John Hopcroft;Deborah Joseph;Sue Whitesides
","Cornell Univ., Ithaca, NY;Univ. of Wisconsin, Madison;McGill Univ., Montreal, Quebec, Canada
","1984
","SIAM Journal on Computing
"
"On the optimum checkpoint selection problem
","Sam Toueg;Özalp Babaoğlu
","Cornell Univ., Ithaca, NY;Cornell Univ., Ithaca, NY
","1984
","SIAM Journal on Computing
"
"On some variants of the bandwidth minimization problem
","Joseph Y-T. Leung;Oliver Vornberger;James D. Witthoff
","Northwestern Univ., Evanston, IL;Universitat Paderborn, Paderborn, West Germany;AT&T Bell Laboratories, Naperville, IL
","1984
","SIAM Journal on Computing
"
"A tutorial on the construction and operation of a high-quality audio conversion system
","Louis C. Barbeau;M J. Corinthios
","Ecole Polytechnique de Montreal, Montreal, Quebec, Canada;Ecole Polytechnique de Montreal, Montreal, Quebec, Canada
","1984
","Computer Music Journal
"
"The making of octuor
","Horacio Vaggione
","-
","1984
","Computer Music Journal
"
"Synchronizing shared abstract types
","Peter M. Schwarz;Alfred Z. Spector
","Carnegie-Mellon Univ., Pittsburgh, PA;Carnegie-Mellon Univ., Pittsburgh, PA
","1984
","ACM Transactions on Computer Systems (TOCS)
"
"A model-management framework for mathematical programming
","Kenneth H. Palmer;N. K. Boudwin;Helen A. Patton;Jeremy D. Sammes;A J. Rowland;David M. Smith
","-;-;-;-;-;-
","1984
","A model-management framework for mathematical programming
"
"A collocation method for boundary value problems of differential equations with functional arguments
","A. Bellen;M. Zennaro
","-;-
","1984
","Computing
"
"The PHS protocol
","Michael Purser;Chris Horn;John Sheehan
","Trinity College, Dublin, Eire;Trinity College, Dublin, Eire;National Board for Science & Technology, Dublin, Eire
","1984
","Software—Practice & Experience
"
"Experience with a portable debugging tool
","Joseph L. Steffen
","Bell Laboratories, Naperville, IL
","1984
","Software—Practice & Experience
"
"A methodology and notation for compiler front end design
","Cynthia A. Brown;Paul W. Purdom, Jr.
","GTE Laboratories, Waltham, MA;Indiana Univ., Bloomington, IN
","1984
","Software—Practice & Experience
"
"Attributed linear intermediate representations for retargetable code generators
","Mahadevan Ganapathi;Charles N. Fischer
","Stanford Univ., Stanford, CA;University of Wisconsin-Madison, Madison
","1984
","Software—Practice & Experience
"
"Immediate files
","Sape J. Mullender;Andrew S. Tanenbaum
","Vrije Universiteit, Amsterdam, The Netherlands;Vrije Universiteit, Amsterdam, The Netherlands
","1984
","Software—Practice & Experience
"
"Guarded and unguarded coroutines: an implementation in BCPL
","A J. Fisher
","University of Hull, Hull, UK
","1984
","Software—Practice & Experience
"
"Mixed language programming
","Bo Einarsson;W. Morven Gentleman
","National Defense Research Institute, Umea˚, Sweden;National Research Council, Ottawa, Que., Canada
","1984
","Software—Practice & Experience
"
"The handbook of computers and computing
","Arthur H. Seidman;Ivan Flores
","Pratt Institute;Baruch College, City University of New York, New York, NY
","1984
","The handbook of computers and computing
"
"An architecture for object management in OIS
","Matts Ahlsen;Anders Bjornerstedt;Stefan Britts;Christer Hulten;Lars Soderlund
","SYSLAB;SYSLAB;SYSLAB;SYSLAB;SYSLAB
","1984
","ACM Transactions on Information Systems (TOIS)
"
"SYSTEM/U: a database system based on the universal relation assumption
","Henry F. Korth;Gabriel M. Kuper;Joan Feigenbaum;Allen van Gelder;Jeffrey D. Ullman
","IBM Watson Research Center;Stanford Univ., Stanford, CA;Stanford Univ., Stanford, CA;Stanford Univ., Stanford, CA;Stanford Univ., Stanford, CA
","1984
","ACM Transactions on Database Systems (TODS)
"
"Software portability and standards
","Ingemar Dahlstrand
","-
","1984
","Software portability and standards
"
"Performance of heuristics for a computer resource allocation problem
","Michael A. Langston
","Washington State Univ., Pullman, WA
","1984
","SIAM Journal on Algebraic and Discrete Methods
"
"Layouts for the shuffle-exchange graph based on the complex plane diagram
","Frank Thomson Leighton;Margaret Lepley;Gary L. Miller
","Massachusetts Institute of Technology, Cambridge, MA;Massachusetts Institute of Technology, Cambridge, MA;Massachusetts Institute of Technology, Cambridge, MA
","1984
","SIAM Journal on Algebraic and Discrete Methods
"
"An investigation into the skeletonization approach of Hilditch
","Nabil Jean Naccache;Rajjan Shinghal
","Concordia Univ., Montreal, Que., Canada;Concordia Univ., Montreal, Queb., Canada
","1984
","Pattern Recognition
"
"Linear quadtrees: a blocking technique for contour filling
","I Gargantini;H H. Atkinson
","The Univ. of Western Ontario, Ont., Canada;The Univ. of Western Ontario, Ont., Canada
","1984
","Pattern Recognition
"
"Fingerprint pattern classification
","Masahiro Kawagoe;Akio Tojo
","Tsukuba Science City, Ibaraki, Japan;Tsukuba Science City, Ibaraki, Japan
","1984
","Pattern Recognition
"
"2D object acquisition using circular scanning
","George C. Stockman;Paul Morawski
","Michigan State Univ., East Lansing;The Brookings Institution, Washington, DC
","1984
","Pattern Recognition
"
"A formulation and comparison of two linear feature selection techniques applicable to statistical classification
","Dean M. Young;Patrick L. Odell
","Baylor Univ., Waco, TX;Univ. of Texas at Dallas, Richardson
","1984
","Pattern Recognition
"
"A linear time algorithm for computing the convex hull of an ordered crossing polygon
","S K. Ghosh;R K. Shyamasundar
","Speech and Digital Systems Group;Tata Institute of Fundamental Research, Bombay, India
","1984
","Pattern Recognition
"
"A decision theoretic approach to hierarchical classifier design
","Juergen Schuermann;Wolfgang Doster
","AEG-Telefunken Research Institute, Ulm, Fed. Rep. Germany;AEG-Telefunken Research Institute, Ulm, Fed. Rep. Germany
","1984
","Pattern Recognition
"
"Robots: planning and implementation
","Chris Morgan
","-
","1984
","Robots: planning and implementation
"
"A framework for the creation and management of national computing strategies in developing countries
","A El Sayed Noor
","Kuwait Univ., Kuwait
","1984
","The Computer Journal
"
"Specifying integrity constraints in a network DBMS
","Naveen Prakash;Parimala N;N Bolloju
","Computer Maintenance Corporation Limited, Hyderabad, India;Computer Maintenance Corporation Limited, Hyderabad, India;Computer Maintenance Corporation Limited, Hyderabad, India
","1984
","The Computer Journal
"
"Hash trees versus b-trees
","D A. Bell;S M. Deen
","Ulster Polytechnic, UK;University of Aberdeen, UK
","1984
","The Computer Journal
"
"Proof of correctness of decision table programs
","Art Lew
","Oxford University Computing Laboratory, Oxford, UK
","1984
","The Computer Journal
"
"The measurement of locality and the behaviour of programs
","Richard B. Bunt;Jennifer M. Murphy
","Univ. of Saskatchewan, Saskatoon, Canada;Univ. of Saskatchewan, Saskatoon, Canada
","1984
","The Computer Journal
"
"Architectural considerations of the parallel SIMULA machine
","M P. Papazoglou;P I. Georgiadis;D G. Maritsas
","Univ. of Dundee, Dundee, UK;University of Patras, Patras, Greece;University of Patras, Patras, Greece
","1984
","The Computer Journal
"
"Sorting a random access file in situ
","H W. Six;L Wegner
","Institut fur Angewande Informatik, Karlsruhe, W. Germany;Institut fur Angewande Informatik, Karlsruhe, W. Germany
","1984
","The Computer Journal
"
"The worst case permutation for median-of-three quicksort
","Hannu Erkio
","Univ. of Helsinki, Helsinki, Finland
","1984
","The Computer Journal
"
"Teleconferencing and beyond: communications in the office of the future
","Robert Johansen
","Institute for the Future, Menlo Park, CA
","1984
","Teleconferencing and beyond: communications in the office of the future
"
"Problem oriented programming languages
","Hans Jurgen Schneider
","Univ. Erlangen-Nurnberg, Germany
","1984
","Problem oriented programming languages
"
"A systematic approach to language constructs for concurrent programs
","Manfred Broy;Friedrich L. Bauer
","Universitat Passau, Passau, Fed. Rep. Germany;Universitat Munchen, Munchen, Fed. Rep. Germany
","1984
","Science of Computer Programming
"
"Partial correctness: the term-wise approach
","Stefan Sokolowski
","University of Gdansk, Gdansk, Poland
","1984
","Science of Computer Programming
"
"A proof system for concurrent ADA programs
","Rob Gerth;Willem P. De Roever
","University of Utrecht, Utrecht, Netherlands;University of Utrecht, Utrecht, Netherlands
","1984
","Science of Computer Programming
"
"Supporting control definition in programming languages
","Marco Colombetti;Giovanni Guida
","Politecnico di Milano, Milan, Italy;Politecnico di Milano, Milan, Italy
","1984
","Computer Languages
"
"Using FP as a query language for relational data-bases
","Annalisa Bossi;Carlo Ghezzi
","Universita di Padova, Padova, Italy;Politecnico di Milano, Milano, Italy
","1984
","Computer Languages
"
